Partido;Local;Equipo;Conferencia;Nivel;ConfRival;NivelRival;Puntos;Ptsencontra;Ganador;T2A;T2I;T3A;T3I;TLA;TLI;Reb;RebO;RebD;Asist;Robos;Tapones;Perdidas;Ptsperdida;Ptscontrataque;Ptszona;Faltas;Tecnicas;Intecionales;T2AR;T2IR;T3AR;T3IR;TLAR;TLIR;RebR;RebOR;RebDR;AsistR;RobosR;TaponesR;PerdidasR;PtsperdidaR;PtscontrataqueR;PtszonaR;FaltasR;TecnicasR;IntencionalesR
400975188;L;Raptors;0;2;1;0;108;93;V;36;85;13;30;23;28;57;12;34;20;8;9;12;3;21;40;13;0;0;38;81;11;26;6;8;42;6;26;25;9;9;17;13;4;36;19;0;0
400975189;Vis;Magic;0;0;0;1;110;114;D;41;85;17;33;11;17;50;8;32;27;6;4;17;25;5;42;16;0;0;42;89;17;34;13;16;50;7;32;27;11;3;13;18;7;38;17;0;0
400975189;L;Pistons;0;1;0;0;114;110;V;42;89;17;34;13;16;50;7;32;27;11;3;13;18;7;38;17;0;0;41;85;17;33;11;17;50;8;32;27;6;4;17;25;5;42;16;0;0
400975190;Vis;Pacers;0;2;0;0;109;97;V;43;76;8;18;15;19;51;6;37;21;6;7;15;18;9;44;20;0;0;34;81;12;33;17;21;37;7;22;26;7;2;12;13;2;38;17;1;0
400975190;L;Nets;0;0;0;2;97;109;D;34;81;12;33;17;21;37;7;22;26;7;2;12;13;2;38;17;1;0;43;76;8;18;15;19;51;6;37;21;6;7;15;18;9;44;20;0;0
400975191;Vis;Cavaliers;0;2;0;2;106;99;D;41;87;14;34;10;12;49;4;38;24;6;4;10;6;8;40;16;1;0;39;91;12;33;9;16;58;13;38;20;4;5;10;11;9;46;18;2;0
400975191;L;Wizards;0;2;0;2;99;106;V;39;91;12;33;9;16;58;13;38;20;4;5;10;11;9;46;18;2;0;41;87;14;34;10;12;49;4;38;24;6;4;10;6;8;40;16;1;0
400975192;Vis;Knicks;0;0;0;1;91;109;V;36;86;3;18;16;20;47;10;27;21;10;5;17;21;8;46;16;0;0;43;88;9;20;14;16;54;12;35;30;10;6;19;13;15;52;16;0;0
400975192;L;Hornets;0;1;0;0;109;91;D;43;88;9;20;14;16;54;12;35;30;10;6;19;13;15;52;16;0;0;36;86;3;18;16;20;47;10;27;21;10;5;17;21;8;46;16;0;0
400975193;Vis;Celtics;0;2;0;2;112;111;D;44;79;16;26;8;14;42;6;32;26;6;4;20;27;18;30;31;0;0;37;79;7;21;30;38;49;9;29;14;12;3;13;14;25;40;16;0;0
400975193;L;Pacers;0;2;0;2;111;112;V;37;79;7;21;30;38;49;9;29;14;12;3;13;14;25;40;16;0;0;44;79;16;26;8;14;42;6;32;26;6;4;20;27;18;30;31;0;0
400975194;Vis;Heat;0;1;0;0;104;110;V;36;79;7;25;25;30;51;8;34;19;9;6;19;17;10;44;28;1;0;38;83;8;22;26;31;47;10;29;25;8;6;13;19;9;46;23;0;0
400975194;L;Hawks;0;0;0;1;110;104;D;38;83;8;22;26;31;47;10;29;25;8;6;13;19;9;46;23;0;0;36;79;7;25;25;30;51;8;34;19;9;6;19;17;10;44;28;1;0
400975195;Vis;76ers;0;1;0;0;115;117;D;44;91;14;33;13;18;54;9;38;30;9;8;20;28;25;54;23;0;0;44;92;13;28;16;19;49;5;34;27;9;7;16;21;16;32;16;1;0
400975195;L;Bulls;0;0;0;1;117;115;V;44;92;13;28;16;19;49;5;34;27;9;7;16;21;16;32;16;1;0;44;91;14;33;13;18;54;9;38;30;9;8;20;28;25;54;23;0;0
400975196;Vis;Jazz;1;1;1;2;99;120;D;42;91;8;27;7;8;36;5;27;17;12;1;6;10;12;58;22;0;0;40;77;17;43;23;27;55;12;40;25;5;7;14;6;13;40;13;0;0
400975196;L;Rockets;1;2;1;1;120;99;V;40;77;17;43;23;27;55;12;40;25;5;7;14;6;13;40;13;0;0;42;91;8;27;7;8;36;5;27;17;12;1;6;10;12;58;22;0;0
400975197;Vis;Trail Blazers;1;1;1;2;107;108;V;46;84;10;24;5;5;45;7;33;26;6;8;17;16;10;54;19;1;0;42;91;7;19;17;21;46;11;21;19;6;2;10;11;4;48;14;1;0
400975197;L;Timberwolves;1;2;1;1;108;107;D;42;91;7;19;17;21;46;11;21;19;6;2;10;11;4;48;14;1;0;46;84;10;24;5;5;45;7;33;26;6;8;17;16;10;54;19;1;0
400975198;Vis;Nuggets;1;1;1;1;94;95;D;37;86;12;37;8;12;54;8;37;21;8;3;12;16;12;42;18;0;0;39;81;7;24;10;15;46;6;34;13;9;5;10;8;10;48;13;0;0
400975198;L;Thunder;1;1;1;1;95;94;V;39;81;7;24;10;15;46;6;34;13;9;5;10;8;10;48;13;0;0;37;86;12;37;8;12;54;8;37;21;8;3;12;16;12;42;18;0;0
400975199;Vis;Suns;1;0;1;0;97;91;V;35;79;10;25;17;22;56;7;42;17;9;6;19;14;23;44;25;1;0;32;88;11;37;16;17;50;8;34;21;10;5;15;22;9;34;18;1;0
400975199;L;Mavericks;1;0;1;0;91;97;D;32;88;11;37;16;17;50;8;34;21;10;5;15;22;9;34;18;1;0;35;79;10;25;17;22;56;7;42;17;9;6;19;14;23;44;25;1;0
400975200;Vis;Clippers;1;1;1;2;91;109;D;37;84;9;29;8;16;50;8;34;21;12;4;18;21;18;48;23;1;0;40;82;9;24;20;25;52;8;37;22;7;4;18;19;29;40;19;0;0
400975200;L;Spurs;1;2;1;1;109;91;V;40;82;9;24;20;25;52;8;37;22;7;4;18;19;29;40;19;0;0;37;84;9;29;8;16;50;8;34;21;12;4;18;21;18;48;23;1;0
400975201;Vis;Warriors;1;2;1;0;116;114;V;43;107;11;34;19;21;70;15;46;25;6;10;15;12;17;56;26;1;0;41;92;10;25;22;35;60;7;38;23;9;9;12;11;17;56;26;0;0
400975201;L;Lakers;1;0;1;2;114;116;D;41;92;10;25;22;35;60;7;38;23;9;9;12;11;17;56;26;0;0;43;107;11;34;19;21;70;15;46;25;6;10;15;12;17;56;26;1;0
400975202;Vis;Kings;1;0;0;1;101;95;V;41;91;7;27;12;23;55;9;30;21;11;6;12;15;8;48;20;0;0;34;81;10;35;17;24;60;13;40;21;7;6;20;21;10;32;19;1;0
400975202;L;76ers;0;1;1;0;95;101;D;34;81;10;35;17;24;60;13;40;21;7;6;20;21;10;32;19;1;0;41;91;7;27;12;23;55;9;30;21;11;6;12;15;8;48;20;0;0
400975203;Vis;Pelicans;1;1;0;2;106;116;D;34;80;5;20;33;40;53;11;31;20;7;1;16;25;8;48;16;1;0;46;92;14;35;10;14;50;10;34;29;8;3;16;14;13;44;31;1;0
400975203;L;Wizards;0;2;1;1;116;106;V;46;92;14;35;10;14;50;10;34;29;8;3;16;14;13;44;31;1;0;34;80;5;20;33;40;53;11;31;20;7;1;16;25;8;48;16;1;0
400975204;Vis;Cavaliers;0;2;0;2;116;119;V;40;80;16;41;20;24;44;7;30;26;9;3;14;17;3;40;20;1;0;43;82;11;29;22;27;44;8;32;27;12;3;14;16;24;48;18;0;0
400975204;L;Bucks;0;2;0;2;119;116;D;43;82;11;29;22;27;44;8;32;27;12;3;14;16;24;48;18;0;0;40;80;16;41;20;24;44;7;30;26;9;3;14;17;3;40;20;1;0
400975205;Vis;Raptors;0;2;0;1;129;111;V;49;91;16;33;15;18;46;10;33;35;6;7;14;12;14;54;27;0;0;39;85;7;23;26;35;54;8;31;21;10;6;12;28;2;50;18;0;0
400975205;L;Hornets;0;1;0;2;111;129;D;39;85;7;23;26;35;54;8;31;21;10;6;12;28;2;50;18;0;0;49;91;16;33;15;18;46;10;33;35;6;7;14;12;14;54;27;0;0
400975206;Vis;Pacers;0;2;0;0;105;95;V;40;82;7;21;18;19;42;8;29;19;5;5;10;6;10;44;18;0;0;35;81;8;29;17;20;50;11;32;27;5;6;14;15;7;42;17;0;0
400975206;L;Hawks;0;0;0;2;95;105;D;35;81;8;29;17;20;50;11;32;27;5;6;14;15;7;42;17;0;0;40;82;7;21;18;19;42;8;29;19;5;5;10;6;10;44;18;0;0
400975207;Vis;Heat;0;1;0;2;90;89;V;33;75;10;28;14;25;56;6;40;23;6;3;15;14;5;42;16;0;0;30;80;13;32;16;21;52;5;39;18;5;5;10;12;14;28;22;0;0
400975207;L;Celtics;0;2;0;1;89;90;D;30;80;13;32;16;21;52;5;39;18;5;5;10;12;14;28;22;0;0;33;75;10;28;14;25;56;6;40;23;6;3;15;14;5;42;16;0;0
400975208;Vis;Kings;1;0;0;0;104;99;D;40;82;7;19;17;20;56;13;35;14;4;4;14;11;3;36;19;0;0;32;82;15;42;20;23;42;14;24;15;5;7;11;9;0;28;19;0;0
400975208;L;Nets;0;0;1;0;99;104;V;32;82;15;42;20;23;42;14;24;15;5;7;11;9;0;28;19;0;0;40;82;7;19;17;20;56;13;35;14;4;4;14;11;3;36;19;0;0
400975209;Vis;Magic;0;0;0;0;94;112;V;35;89;5;27;19;23;46;6;29;23;5;1;9;15;10;54;15;1;0;44;87;11;32;13;14;56;9;42;31;6;8;13;19;6;48;23;2;0
400975209;L;Bulls;0;0;0;0;112;94;D;44;87;11;32;13;14;56;9;42;31;6;8;13;19;6;48;23;2;0;35;89;5;27;19;23;46;6;29;23;5;1;9;15;10;54;15;1;0
400975210;Vis;Lakers;1;0;1;2;122;116;D;40;85;15;35;27;43;62;10;37;27;8;5;10;17;20;38;25;1;0;37;90;17;42;25;32;59;12;35;19;7;5;15;25;6;40;30;1;0
400975210;L;Rockets;1;2;1;0;116;122;V;37;90;17;42;25;32;59;12;35;19;7;5;15;25;6;40;30;1;0;40;85;15;35;27;43;62;10;37;27;8;5;10;17;20;38;25;1;0
400975211;Vis;Jazz;1;1;1;1;79;107;D;26;73;7;31;20;27;48;11;28;13;6;3;19;28;9;30;15;1;0;40;77;8;23;19;22;46;8;34;23;15;5;14;11;18;50;26;0;0
400975211;L;Thunder;1;1;1;1;107;79;V;40;77;8;23;19;22;46;8;34;23;15;5;14;11;18;50;26;0;0;26;73;7;31;20;27;48;11;28;13;6;3;19;28;9;30;15;1;0
400975212;Vis;Pistons;0;1;1;0;93;110;V;33;77;7;24;20;22;42;6;32;19;4;2;13;12;24;36;19;0;0;40;75;14;30;16;20;43;4;33;22;6;7;12;11;6;40;17;1;0
400975212;L;Mavericks;1;0;0;1;110;93;D;40;75;14;30;16;20;43;4;33;22;6;7;12;11;6;40;17;1;0;33;77;7;24;20;22;42;6;32;19;4;2;13;12;24;36;19;0;0
400975213;Vis;Timberwolves;1;2;1;1;112;104;V;43;87;8;24;18;19;40;8;29;28;12;2;9;9;12;52;20;0;0;36;72;13;28;19;24;46;8;34;27;6;5;22;21;18;40;18;0;0
400975213;L;Nuggets;1;1;1;2;104;112;D;36;72;13;28;19;24;46;8;34;27;6;5;22;21;18;40;18;0;0;43;87;8;24;18;19;40;8;29;28;12;2;9;9;12;52;20;0;0
400975214;Vis;Spurs;1;2;1;1;93;91;D;41;79;6;17;5;6;57;9;44;17;7;9;23;26;7;44;16;0;0;38;96;6;25;9;14;45;12;25;18;13;2;9;11;10;46;14;0;0
400975214;L;Trail Blazers;1;1;1;2;91;93;V;38;96;6;25;9;14;45;12;25;18;13;2;9;11;10;46;14;0;0;41;79;6;17;5;6;57;9;44;17;7;9;23;26;7;44;16;0;0
400975215;Vis;Grizzlies;1;0;1;2;84;97;D;28;84;12;31;16;19;52;15;26;20;10;6;17;12;18;24;23;1;0;34;74;7;21;22;25;50;14;30;26;9;8;16;16;2;38;19;2;0
400975215;L;Warriors;1;2;1;0;97;84;V;34;74;7;21;22;25;50;14;30;26;9;8;16;16;2;38;19;2;0;28;84;12;31;16;19;52;15;26;20;10;6;17;12;18;24;23;1;0
400975216;Vis;Suns;1;0;1;1;95;108;V;35;97;8;35;17;19;60;14;36;22;3;3;10;8;13;42;25;0;0;41;87;10;30;16;24;58;9;41;22;1;4;9;10;22;56;19;0;0
400975216;L;Clippers;1;1;1;0;108;95;D;41;87;10;30;16;24;58;9;41;22;1;4;9;10;22;56;19;0;0;35;97;8;35;17;19;60;14;36;22;3;3;10;8;13;42;25;0;0
400975217;Vis;Bulls;0;0;0;2;112;115;D;47;85;12;31;6;8;42;5;30;34;8;1;14;19;8;48;19;0;0;42;82;12;29;19;22;41;7;28;25;10;3;12;15;12;50;14;0;0
400975217;L;Cavaliers;0;2;0;0;115;112;V;42;82;12;29;19;22;41;7;28;25;10;3;12;15;12;50;14;0;0;47;85;12;31;6;8;42;5;30;34;8;1;14;19;8;48;19;0;0
400975218;Vis;Raptors;0;2;0;1;114;109;V;35;85;12;35;32;35;52;19;26;18;14;6;22;32;6;36;19;0;0;45;86;9;29;10;14;46;13;27;27;14;6;24;32;11;66;27;0;0
400975218;L;76ers;0;1;0;2;109;114;D;45;86;9;29;10;14;46;13;27;27;14;6;24;32;11;66;27;0;0;35;85;12;35;32;35;52;19;26;18;14;6;22;32;6;36;19;0;0
400975219;Vis;Celtics;0;2;0;0;93;102;D;33;86;13;38;14;19;45;9;26;17;11;1;10;12;4;24;20;0;0;36;79;8;14;22;26;60;11;38;13;8;3;17;15;9;40;20;0;0
400975219;L;Knicks;0;0;0;2;102;93;V;36;79;8;14;22;26;60;11;38;13;8;3;17;15;9;40;20;0;0;33;86;13;38;14;19;45;9;26;17;11;1;10;12;4;24;20;0;0
400975220;Vis;Grizzlies;1;0;1;0;95;97;D;39;90;5;26;12;16;57;15;35;15;5;7;10;8;11;58;22;0;0;33;81;10;26;21;27;52;12;32;21;4;1;10;14;11;40;17;0;0
400975220;L;Suns;1;0;1;0;97;95;V;33;81;10;26;21;27;52;12;32;21;4;1;10;14;11;40;17;0;0;39;90;5;26;12;16;57;15;35;15;5;7;10;8;11;58;22;0;0
400975221;Vis;Spurs;1;2;1;1;89;100;V;34;78;10;21;11;16;44;5;33;14;7;3;14;10;8;40;21;0;0;34;74;12;26;20;24;49;5;36;18;7;4;15;18;2;26;18;0;0
400975221;L;Jazz;1;1;1;2;100;89;D;34;74;12;26;20;24;49;5;36;18;7;4;15;18;2;26;18;0;0;34;78;10;21;11;16;44;5;33;14;7;3;14;10;8;40;21;0;0
400975222;Vis;Knicks;0;0;0;1;101;104;D;44;97;8;24;5;6;61;16;35;25;6;9;15;9;0;54;20;4;0;38;88;10;25;18;25;50;15;29;19;8;5;12;6;15;52;11;2;0
400975222;L;Pistons;0;1;0;0;104;101;V;38;88;10;25;18;25;50;15;29;19;8;5;12;6;15;52;11;2;0;44;97;8;24;5;6;61;16;35;25;6;9;15;9;0;54;20;4;0
400975223;Vis;Pelicans;1;1;0;0;111;97;V;43;86;10;30;15;24;57;11;37;23;10;2;15;12;21;48;25;1;0;36;85;4;20;21;29;52;10;30;16;7;2;14;19;16;50;19;4;0
400975223;L;Magic;0;0;1;1;97;111;D;36;85;4;20;21;29;52;10;30;16;7;2;14;19;16;50;19;4;0;43;86;10;30;15;24;57;11;37;23;10;2;15;12;21;48;25;1;0
400975224;Vis;Wizards;0;2;0;0;84;119;V;34;93;5;20;11;15;42;7;28;22;7;1;7;11;10;26;18;1;0;44;88;14;41;17;21;69;13;47;29;4;4;18;17;14;48;17;0;0
400975224;L;Nets;0;0;0;2;119;84;D;44;88;14;41;17;21;69;13;47;29;4;4;18;17;14;48;17;0;0;34;93;5;20;11;15;42;7;28;22;7;1;7;11;10;26;18;1;0
400975225;Vis;Mavericks;1;0;0;1;101;113;V;38;75;17;35;8;11;29;3;19;28;5;2;8;10;4;36;12;0;0;46;72;16;25;5;6;38;2;33;25;3;3;12;7;6;36;15;1;0
400975225;L;Heat;0;1;1;0;113;101;D;46;72;16;25;5;6;38;2;33;25;3;3;12;7;6;36;15;1;0;38;75;17;35;8;11;29;3;19;28;5;2;8;10;4;36;12;0;0
400975226;Vis;Clippers;1;1;1;2;128;118;D;43;91;18;42;24;31;51;9;29;24;8;5;8;13;14;44;25;1;0;36;78;17;40;29;35;52;9;34;16;4;4;18;18;18;36;26;3;0
400975226;L;Rockets;1;2;1;1;118;128;V;36;78;17;40;29;35;52;9;34;16;4;4;18;18;18;36;26;3;0;43;91;18;42;24;31;51;9;29;24;8;5;8;13;14;44;25;1;0
400975227;Vis;Hornets;0;1;0;2;104;109;V;39;88;12;26;14;17;49;9;34;21;4;7;9;7;10;34;18;1;0;41;87;8;29;19;23;53;6;37;27;7;5;8;11;11;48;16;0;0
400975227;L;Bucks;0;2;0;1;109;104;D;41;87;8;29;19;23;53;6;37;27;7;5;8;11;11;48;16;0;0;39;88;12;26;14;17;49;9;34;21;4;7;9;7;10;34;18;1;0
400975228;Vis;Hawks;0;0;1;1;117;120;D;44;85;15;32;14;17;38;7;20;28;12;3;17;23;13;48;24;0;0;44;82;13;25;19;31;56;15;25;24;11;5;19;33;17;42;18;1;0
400975228;L;Thunder;1;1;0;0;120;117;V;44;82;13;25;19;31;56;15;25;24;11;5;19;33;17;42;18;1;0;44;85;15;32;14;17;38;7;20;28;12;3;17;23;13;48;24;0;0
400975229;Vis;Nuggets;1;1;1;1;102;85;D;42;85;7;25;11;15;58;16;33;19;4;10;14;10;2;64;13;0;0;35;83;6;22;9;16;44;10;24;15;6;4;10;11;4;46;19;0;0
400975229;L;Trail Blazers;1;1;1;1;85;102;V;35;83;6;22;9;16;44;10;24;15;6;4;10;11;4;46;19;0;0;42;85;7;25;11;15;58;16;33;19;4;10;14;10;2;64;13;0;0
400975230;Vis;Lakers;1;0;1;2;106;113;D;40;94;11;29;15;22;58;15;31;22;11;5;17;18;24;52;23;0;0;42;85;7;24;22;27;51;10;32;24;9;13;16;23;26;62;17;0;0
400975230;L;Warriors;1;2;1;0;113;106;V;42;85;7;24;22;27;51;10;32;24;9;13;16;23;26;62;17;0;0;40;94;11;29;15;22;58;15;31;22;11;5;17;18;24;52;23;0;0
400975231;Vis;76ers;0;1;0;2;86;102;D;33;80;7;27;13;20;57;7;34;19;10;7;23;28;6;44;23;4;0;35;85;9;27;23;26;50;7;36;18;15;6;18;22;13;40;20;1;0
400975231;L;Raptors;0;2;0;1;102;86;V;35;85;9;27;23;26;50;7;36;18;15;6;18;22;13;40;20;1;0;33;80;7;27;13;20;57;7;34;19;10;7;23;28;6;44;23;4;0
400975232;Vis;Bucks;0;2;0;1;106;111;D;42;87;8;26;14;17;42;7;28;25;4;2;9;7;14;48;32;1;0;36;74;9;21;30;40;54;9;34;22;2;7;17;21;2;40;20;1;0
400975232;L;Hornets;0;1;0;2;111;106;V;36;74;9;21;30;40;54;9;34;22;2;7;17;21;2;40;20;1;0;42;87;8;26;14;17;42;7;28;25;4;2;9;7;14;48;32;1;0
400975233;Vis;Nets;0;0;0;2;119;123;D;42;98;16;36;19;25;61;18;33;24;2;2;14;18;6;40;20;0;0;47;90;10;23;19;24;49;7;34;31;8;9;9;16;18;54;25;0;0
400975233;L;Pacers;0;2;0;0;123;119;V;47;90;10;23;19;24;49;7;34;31;8;9;9;16;18;54;25;0;0;42;98;16;36;19;25;61;18;33;24;2;2;14;18;6;40;20;0;0
400975234;Vis;Magic;0;0;0;2;103;130;D;42;87;8;26;11;17;37;4;24;17;7;3;12;17;10;50;22;0;0;47;86;16;30;20;23;56;12;37;29;5;2;17;19;19;50;18;2;1
400975234;L;Wizards;0;2;0;0;130;103;V;47;86;16;30;20;23;56;12;37;29;5;2;17;19;19;50;18;2;1;42;87;8;26;11;17;37;4;24;17;7;3;12;17;10;50;22;0;0
400975235;Vis;Mavericks;1;0;0;0;107;112;V;43;85;9;33;12;15;39;7;23;31;8;3;11;18;5;50;17;1;0;42;75;10;24;18;22;43;6;32;29;5;2;15;17;13;54;19;2;0
400975235;L;Hawks;0;0;1;0;112;107;D;42;75;10;24;18;22;43;6;32;29;5;2;15;17;13;54;19;2;0;43;85;9;33;12;15;39;7;23;31;8;3;11;18;5;50;17;1;0
400975236;Vis;Bulls;0;0;0;2;92;117;D;34;86;7;19;17;25;59;12;39;24;4;2;15;24;13;38;16;0;0;44;92;12;32;17;21;53;8;38;29;9;5;6;7;11;52;18;0;0
400975236;L;Celtics;0;2;0;0;117;92;V;44;92;12;32;17;21;53;8;38;29;9;5;6;7;11;52;18;0;0;34;86;7;19;17;25;59;12;39;24;4;2;15;24;13;38;16;0;0
400975237;Vis;Pelicans;1;1;0;1;109;94;V;39;73;15;25;16;19;41;6;31;27;5;10;14;12;5;40;20;0;0;36;85;10;32;12;15;48;13;25;18;4;3;14;18;2;36;19;1;0
400975237;L;Heat;0;1;1;1;94;109;D;36;85;10;32;12;15;48;13;25;18;4;3;14;18;2;36;19;1;0;39;73;15;25;16;19;41;6;31;27;5;10;14;12;5;40;20;0;0
400975238;Vis;Clippers;1;1;1;0;112;115;D;39;79;13;34;21;28;47;5;31;14;4;7;11;14;18;40;22;0;0;40;90;13;31;22;25;53;15;32;28;5;5;10;14;23;46;26;1;0
400975238;L;Grizzlies;1;0;1;1;115;112;V;40;90;13;31;22;25;53;15;32;28;5;5;10;14;23;46;26;1;0;39;79;13;34;21;28;47;5;31;14;4;7;11;14;18;40;22;0;0
400975239;Vis;Thunder;1;1;1;1;103;89;V;39;88;12;29;13;16;51;15;30;18;9;5;8;7;4;32;16;0;0;33;72;6;26;17;20;43;6;31;16;3;2;14;20;8;42;13;0;0
400975239;L;Jazz;1;1;1;1;89;103;D;33;72;6;26;17;20;43;6;31;16;3;2;14;20;8;42;13;0;0;39;88;12;29;13;16;51;15;30;18;9;5;8;7;4;32;16;0;0
400975240;Vis;Nuggets;1;1;1;2;96;81;D;38;82;7;28;13;15;54;10;35;25;10;4;19;20;7;48;14;1;0;32;84;3;27;14;17;47;11;27;25;14;8;18;21;19;40;14;0;0
400975240;L;Warriors;1;2;1;1;81;96;V;32;84;3;27;14;17;47;11;27;25;14;8;18;21;19;40;14;0;0;38;82;7;28;13;15;54;10;35;25;10;4;19;20;7;48;14;1;0
400975241;Vis;Timberwolves;1;2;1;0;115;106;V;42;84;6;16;25;29;54;13;34;18;6;6;14;18;12;52;21;0;0;40;86;11;32;15;24;47;9;27;24;5;4;13;18;17;48;22;0;0
400975241;L;Suns;1;0;1;2;106;115;D;40;86;11;32;15;24;47;9;27;24;5;4;13;18;17;48;22;0;0;42;84;6;16;25;29;54;13;34;18;6;6;14;18;12;52;21;0;0
400975242;Vis;Trail Blazers;1;1;1;0;95;92;V;39;95;10;25;7;14;58;9;38;19;7;8;11;8;10;44;15;0;0;36;85;8;25;12;20;62;11;44;23;8;3;17;16;16;50;22;1;0
400975242;L;Lakers;1;0;1;1;92;95;D;36;85;8;25;12;20;62;11;44;23;8;3;17;16;16;50;22;1;0;39;95;10;25;7;14;58;9;38;19;7;8;11;8;10;44;15;0;0
400975243;Vis;Spurs;1;2;1;0;108;99;V;44;88;11;23;9;11;49;7;37;29;3;1;8;7;3;40;11;0;0;40;86;12;22;7;11;47;9;33;21;2;2;10;12;15;46;17;1;0
400975243;L;Kings;1;0;1;2;99;108;D;40;86;12;22;7;11;47;9;33;21;2;2;10;12;15;46;17;1;0;44;88;11;23;9;11;49;7;37;29;3;1;8;7;3;40;11;0;0
400975244;Vis;Pacers;0;2;0;1;83;107;D;34;77;6;21;9;13;36;5;21;18;6;3;12;20;6;44;19;0;0;41;82;12;34;13;16;55;10;36;26;5;1;13;17;8;52;17;0;0
400975244;L;Pistons;0;1;0;2;107;83;V;41;82;12;34;13;16;55;10;36;26;5;1;13;17;8;52;17;0;0;34;77;6;21;9;13;36;5;21;18;6;3;12;20;6;44;19;0;0
400975245;Vis;Raptors;0;2;1;0;93;98;V;30;89;9;31;24;32;62;16;37;16;10;7;12;13;19;34;24;1;0;40;94;6;24;12;16;63;16;40;20;5;11;14;7;14;48;24;2;0
400975245;L;Mavericks;1;0;0;2;98;93;D;40;94;6;24;12;16;63;16;40;20;5;11;14;7;14;48;24;2;0;30;89;9;31;24;32;62;16;37;16;10;7;12;13;19;34;24;1;0
400975246;Vis;Magic;0;0;0;1;89;107;V;33;81;5;20;18;22;47;10;32;14;8;5;17;18;13;46;20;1;0;41;91;11;33;14;17;58;16;37;22;11;5;17;19;8;46;20;0;0
400975246;L;Heat;0;1;0;0;107;89;D;41;91;11;33;14;17;58;16;37;22;11;5;17;19;8;46;20;0;0;33;81;5;20;18;22;47;10;32;14;8;5;17;18;13;46;20;1;0
400975247;Vis;Bulls;0;0;0;2;115;106;V;45;103;10;28;15;25;61;15;32;26;11;3;7;12;13;54;19;2;0;39;83;10;31;18;24;57;4;37;23;2;8;20;24;19;42;21;2;0
400975247;L;Bucks;0;2;0;0;106;115;D;39;83;10;31;18;24;57;4;37;23;2;8;20;24;19;42;21;2;0;45;103;10;28;15;25;61;15;32;26;11;3;7;12;13;54;19;2;0
400975248;Vis;Nets;0;0;1;2;97;109;D;39;93;12;32;7;9;50;12;33;23;5;0;13;15;14;50;18;2;0;41;80;7;16;20;24;49;5;38;18;7;5;12;14;6;54;14;0;0
400975248;L;Spurs;1;2;0;0;109;97;V;41;80;7;16;20;24;49;5;38;18;7;5;12;14;6;54;14;0;0;39;93;12;32;7;9;50;12;33;23;5;0;13;15;14;50;18;2;0
400975249;Vis;Jazz;1;1;1;1;83;107;D;27;84;10;35;19;23;51;12;30;19;7;0;7;9;2;34;22;0;0;39;81;11;30;18;22;56;10;43;23;3;1;10;8;7;44;21;0;1
400975249;L;Nuggets;1;1;1;1;107;83;V;39;81;11;30;18;22;56;10;43;23;3;1;10;8;7;44;21;0;1;27;84;10;35;19;23;51;12;30;19;7;0;7;9;2;34;22;0;0
400975250;Vis;Grizzlies;1;0;1;0;97;99;D;35;87;3;20;24;29;46;10;28;12;10;11;10;7;14;52;28;1;0;32;72;8;22;27;35;59;6;35;24;5;5;21;30;11;30;29;2;1
400975250;L;Suns;1;0;1;0;99;97;V;32;72;8;22;27;35;59;6;35;24;5;5;21;30;11;30;29;2;1;35;87;3;20;24;29;46;10;28;12;10;11;10;7;14;52;28;1;0
400975251;Vis;Kings;1;0;1;1;95;122;V;40;96;7;22;8;12;46;10;27;25;11;7;10;16;19;48;19;0;0;44;81;13;31;21;27;57;9;40;31;7;8;13;10;22;58;13;0;0
400975251;L;Clippers;1;1;1;0;122;95;D;44;81;13;31;21;27;57;9;40;31;7;8;13;10;22;58;13;0;0;40;96;7;22;8;12;46;10;27;25;11;7;10;16;19;48;19;0;0
400975252;Vis;Celtics;0;2;0;1;102;91;D;37;78;15;34;13;13;47;6;37;20;4;7;16;17;19;30;20;0;0;32;87;7;23;20;29;58;19;33;15;7;3;12;14;8;32;11;0;0
400975252;L;Hornets;0;1;0;2;91;102;V;32;87;7;23;20;29;58;19;33;15;7;3;12;14;8;32;11;0;0;37;78;15;34;13;13;47;6;37;20;4;7;16;17;19;30;20;0;0
400975253;Vis;Mavericks;1;0;0;2;98;94;D;40;78;8;29;10;15;39;4;31;26;7;3;10;8;15;46;12;0;0;38;79;10;25;8;10;47;7;32;27;8;4;15;18;3;34;17;0;0
400975253;L;Pacers;0;2;1;0;94;98;V;38;79;10;25;8;10;47;7;32;27;8;4;15;18;3;34;17;0;0;40;78;8;29;10;15;39;4;31;26;7;3;10;8;15;46;12;0;0
400975254;Vis;Wizards;0;2;0;0;99;113;V;35;81;9;24;20;26;49;9;31;24;6;5;14;15;19;34;24;1;0;41;94;11;37;20;29;65;16;37;28;7;7;12;13;3;50;21;0;0
400975254;L;Hawks;0;0;0;2;113;99;D;41;94;11;37;20;29;65;16;37;28;7;7;12;13;3;50;21;0;0;35;81;9;24;20;26;49;9;31;24;6;5;14;15;19;34;24;1;0
400975255;Vis;Knicks;0;0;0;0;87;92;V;37;91;4;23;9;13;57;7;44;21;6;5;12;11;12;46;17;0;0;35;86;10;28;12;16;56;4;46;23;9;3;15;13;13;32;15;0;0
