Partido;Local;Equipo;Conferencia;Nivel;ConfRival;NivelRival;Puntos;Ptsencontra;Ganador;T2A;T2I;T3A;T3I;TLA;TLI;Reb;RebO;RebD;Asist;Robos;Tapones;Perdidas;Ptsperdida;Ptscontrataque;Ptszona;Faltas;Tecnicas;Intecionales;T2AR;T2IR;T3AR;T3IR;TLAR;TLIR;RebR;RebOR;RebDR;AsistR;RobosR;TaponesR;PerdidasR;PtsperdidaR;PtscontrataqueR;PtszonaR;FaltasR;TecnicasR;IntencionalesR
400974941;L;Pacers;0;2;1;2;95;118;D;37;83;8;22;13;21;51;7;34;18;5;7;13;13;17;38;15;1;0;43;90;17;47;15;18;53;10;37;24;10;5;13;16;17;46;20;2;0
400974942;Vis;Mavericks;1;0;1;1;99;112;D;37;87;11;37;14;18;51;11;30;18;9;4;20;28;9;36;20;2;1;36;72;15;32;25;33;47;3;34;21;10;4;17;21;9;38;23;1;0
400974942;L;Thunder;1;1;1;0;112;99;V;36;72;15;32;25;33;47;3;34;21;10;4;17;21;9;38;23;1;0;37;87;11;37;14;18;51;11;30;18;9;4;20;28;9;36;20;2;1
400974943;Vis;Kings;1;0;0;2;92;110;D;34;84;12;23;12;18;44;10;25;19;8;4;10;10;4;32;15;0;0;44;86;11;34;11;12;55;10;40;30;7;1;11;14;13;46;21;0;0
400974943;L;Wizards;0;2;1;0;110;92;V;44;86;11;34;11;12;55;10;40;30;7;1;11;14;13;46;21;0;0;34;84;12;23;12;18;44;10;25;19;8;4;10;10;4;32;15;0;0
400974944;Vis;Cavaliers;0;2;0;0;104;101;D;35;88;16;45;18;22;56;14;34;21;7;7;21;17;2;34;21;3;0;38;88;8;25;17;22;56;13;36;19;13;3;17;18;6;48;21;1;0
400974944;L;Knicks;0;0;0;2;101;104;V;38;88;8;25;17;22;56;13;36;19;13;3;17;18;6;48;21;1;0;35;88;16;45;18;22;56;14;34;21;7;7;21;17;2;34;21;3;0
400974945;Vis;Grizzlies;1;0;0;2;103;110;V;37;76;11;26;18;21;43;8;29;21;5;1;15;16;15;44;25;1;0;40;82;12;22;18;25;48;10;26;23;6;5;11;8;11;48;19;0;0
400974945;L;Bucks;0;2;1;0;110;103;D;40;82;12;22;18;25;48;10;26;23;6;5;11;8;11;48;19;0;0;37;76;11;26;18;21;43;8;29;21;5;1;15;16;15;44;25;1;0
400974946;Vis;Hawks;0;0;1;1;105;106;D;40;87;17;36;8;9;42;10;26;25;14;1;16;18;16;38;18;1;0;41;75;13;33;11;17;46;7;31;31;10;5;19;20;7;48;13;0;0
400974946;L;Pelicans;1;1;0;0;106;105;V;41;75;13;33;11;17;46;7;31;31;10;5;19;20;7;48;13;0;0;40;87;17;36;8;9;42;10;26;25;14;1;16;18;16;38;18;1;0
400974947;Vis;Lakers;1;0;1;0;100;93;D;39;92;14;33;8;13;57;9;44;17;6;6;16;17;11;44;20;0;0;37;95;7;26;12;20;67;11;43;15;6;4;17;14;13;38;17;1;0
400974947;L;Suns;1;0;1;0;93;100;V;37;95;7;26;12;20;67;11;43;15;6;4;17;14;13;38;17;1;0;39;92;14;33;8;13;57;9;44;17;6;6;16;17;11;44;20;0;0
400974948;Vis;Timberwolves;1;2;1;1;109;98;V;37;71;10;20;25;29;49;5;35;22;9;5;17;20;6;42;13;1;0;37;84;14;40;10;11;37;8;23;23;8;4;15;17;5;44;23;0;0
400974948;L;Jazz;1;1;1;2;98;109;D;37;84;14;40;10;11;37;8;23;23;8;4;15;17;5;44;23;0;0;37;71;10;20;25;29;49;5;35;22;9;5;17;20;6;42;13;1;0
400974949;Vis;Nuggets;1;1;1;1;82;99;D;30;84;9;32;13;15;45;12;23;13;9;2;20;16;11;32;16;1;0;38;73;7;21;16;18;48;8;35;22;12;5;22;19;4;42;18;0;0
400974949;L;Trail Blazers;1;1;1;1;99;82;V;38;73;7;21;16;18;48;8;35;22;12;5;22;19;4;42;18;0;0;30;84;9;32;13;15;45;12;23;13;9;2;20;16;11;32;16;1;0
400974950;Vis;Magic;0;0;1;2;100;110;D;37;88;10;32;16;18;43;4;31;26;10;3;11;12;13;42;18;0;0;44;88;8;23;14;16;56;12;38;35;4;5;16;13;14;54;21;0;0
400974950;L;Warriors;1;2;0;0;110;100;V;44;88;8;23;14;16;56;12;38;35;4;5;16;13;14;54;21;0;0;37;88;10;32;16;18;43;4;31;26;10;3;11;12;13;42;18;0;0
400974951;Vis;76ers;0;1;1;1;109;105;D;38;77;7;32;26;35;63;10;41;27;9;2;20;25;11;54;26;2;0;36;82;12;32;21;32;42;9;25;16;8;4;15;16;10;42;26;0;1
400974951;L;Clippers;1;1;0;1;105;109;V;36;82;12;32;21;32;42;9;25;16;8;4;15;16;10;42;26;0;1;38;77;7;32;26;35;63;10;41;27;9;2;20;25;11;54;26;2;0
400974952;Vis;Celtics;0;2;0;0;109;102;D;39;86;9;27;22;27;59;9;40;15;8;3;14;18;14;42;14;0;0;39;88;14;35;10;16;48;9;34;26;4;3;15;19;13;44;24;0;0
400974952;L;Nets;0;0;0;2;102;109;V;39;88;14;35;10;16;48;9;34;26;4;3;15;19;13;44;24;0;0;39;86;9;27;22;27;59;9;40;15;8;3;14;18;14;42;14;0;0
400974953;Vis;Raptors;0;2;1;2;129;113;D;41;78;14;30;33;42;41;5;31;28;11;4;14;13;15;48;30;1;0;33;79;12;39;35;41;57;14;34;21;4;4;19;25;4;40;27;5;0
400974953;L;Rockets;1;2;0;2;113;129;V;33;79;12;39;35;41;57;14;34;21;4;4;19;25;4;40;27;5;0;41;78;14;30;33;42;41;5;31;28;11;4;14;13;15;48;30;1;0
400974954;Vis;Spurs;1;2;1;0;97;91;V;35;79;6;26;21;27;54;8;39;18;9;7;12;6;6;34;16;1;0;33;81;10;34;15;18;47;5;35;18;7;4;15;17;3;32;23;0;0
400974954;L;Mavericks;1;0;1;2;91;97;D;33;81;10;34;15;18;47;5;35;18;7;4;15;17;3;32;23;0;0;35;79;6;26;21;27;54;8;39;18;9;7;12;6;6;34;16;1;0
400974955;Vis;Kings;1;0;0;0;80;126;V;31;88;6;28;12;20;39;11;18;18;12;2;12;15;15;38;19;0;0;50;79;16;32;10;16;61;9;44;40;9;6;20;13;14;52;23;0;0
400974955;L;Hawks;0;0;1;0;126;80;D;50;79;16;32;10;16;61;9;44;40;9;6;20;13;14;52;23;0;0;31;88;6;28;12;20;39;11;18;18;12;2;12;15;15;38;19;0;0
400974956;Vis;Wizards;0;2;0;1;102;93;V;32;78;9;19;29;31;50;11;29;9;8;2;12;13;4;36;19;2;0;32;78;13;30;16;19;47;12;30;15;3;3;17;26;2;26;20;1;0
400974956;L;Heat;0;1;0;2;93;102;D;32;78;13;30;16;19;47;12;30;15;3;3;17;26;2;26;20;1;0;32;78;9;19;29;31;50;11;29;9;8;2;12;13;4;36;19;2;0
400974957;Vis;Jazz;1;1;0;0;101;106;D;34;79;17;35;16;17;41;9;28;19;5;10;13;16;2;20;23;0;0;38;81;9;21;21;25;52;12;33;18;4;5;11;11;4;36;19;0;0
400974957;L;Knicks;0;0;1;1;106;101;V;38;81;9;21;21;25;52;12;33;18;4;5;11;11;4;36;19;0;0;34;79;17;35;16;17;41;9;28;19;5;10;13;16;2;20;23;0;0
400974958;Vis;Cavaliers;0;2;0;1;115;107;D;42;95;13;38;18;20;58;15;35;25;9;4;14;18;8;50;24;0;0;41;86;6;26;19;28;51;8;33;21;7;5;13;14;8;58;19;0;0
400974958;L;Hornets;0;1;0;2;107;115;V;41;86;6;26;19;28;51;8;33;21;7;5;13;14;8;58;19;0;0;42;95;13;38;18;20;58;15;35;25;9;4;14;18;8;50;24;0;0
400974959;Vis;Pacers;0;2;1;0;116;113;V;43;85;12;24;18;20;43;5;31;29;6;6;12;7;18;36;17;1;0;44;86;8;32;17;22;48;11;32;29;5;10;14;19;17;64;19;1;0
400974959;L;Grizzlies;1;0;0;2;113;116;D;44;86;8;32;17;22;48;11;32;29;5;10;14;19;17;64;19;1;0;43;85;12;24;18;20;43;5;31;29;6;6;12;7;18;36;17;1;0
400974960;Vis;Pistons;0;1;0;2;95;99;V;30;85;15;37;20;23;52;17;28;23;7;3;18;17;2;22;20;1;0;38;78;8;22;15;20;51;11;32;24;10;16;15;14;11;38;19;0;0
400974960;L;Bucks;0;2;0;1;99;95;D;38;78;8;22;15;20;51;11;32;24;10;16;15;14;11;38;19;0;0;30;85;15;37;20;23;52;17;28;23;7;3;18;17;2;22;20;1;0
400974961;Vis;Spurs;1;2;1;2;86;98;D;33;79;7;24;13;15;52;13;32;20;4;4;16;24;3;36;18;0;0;39;87;9;18;11;16;49;11;30;27;9;4;7;8;13;44;16;1;0
400974961;L;Timberwolves;1;2;1;2;98;86;V;39;87;9;18;11;16;49;11;30;27;9;4;7;8;13;44;16;1;0;33;79;7;24;13;15;52;13;32;20;4;4;16;24;3;36;18;0;0
400974962;Vis;Raptors;0;2;1;1;125;116;V;45;76;16;34;19;20;41;6;31;27;8;6;21;29;22;42;20;1;0;46;91;10;27;14;14;36;10;22;31;13;3;14;22;20;64;21;0;0
400974962;L;Pelicans;1;1;0;2;116;125;D;46;91;10;27;14;14;36;10;22;31;13;3;14;22;20;64;21;0;0;45;76;16;34;19;20;41;6;31;27;8;6;21;29;22;42;20;1;0
400974963;Vis;Bulls;0;0;1;1;79;92;D;26;75;11;29;16;20;49;6;32;16;7;2;17;22;7;26;27;0;0;26;72;8;30;32;37;55;11;37;15;7;2;14;16;6;32;19;0;0
400974963;L;Thunder;1;1;0;0;92;79;V;26;72;8;30;32;37;55;11;37;15;7;2;14;16;6;32;19;0;0;26;75;11;29;16;20;49;6;32;16;7;2;17;22;7;26;27;0;0
400974964;Vis;Magic;0;0;1;1;94;99;D;37;79;11;29;9;9;42;7;34;19;6;4;15;13;10;38;16;1;0;38;87;14;27;9;13;53;10;31;21;7;2;13;14;2;40;10;1;0
400974964;L;Trail Blazers;1;1;0;0;99;94;V;38;87;14;27;9;13;53;10;31;21;7;2;13;14;2;40;10;1;0;37;79;11;29;9;9;42;7;34;19;6;4;15;13;10;38;16;1;0
400974965;Vis;76ers;0;1;1;0;115;109;D;42;86;7;32;24;30;56;8;44;27;7;15;16;15;9;56;19;1;0;42;109;3;27;22;27;66;22;35;18;7;6;9;11;13;66;23;2;0
400974965;L;Lakers;1;0;0;1;109;115;V;42;109;3;27;22;27;66;22;35;18;7;6;9;11;13;66;23;2;0;42;86;7;32;24;30;56;8;44;27;7;15;16;15;9;56;19;1;0
400974966;Vis;Warriors;1;2;0;2;88;92;V;33;82;10;32;12;19;50;7;40;22;9;10;15;17;20;34;24;0;0;26;79;7;32;33;38;64;7;45;15;8;5;15;13;13;28;15;0;0
400974966;L;Celtics;0;2;1;2;92;88;D;26;79;7;32;33;38;64;7;45;15;8;5;15;13;13;28;15;0;0;33;82;10;32;12;19;50;7;40;22;9;10;15;17;20;34;24;0;0
400974967;Vis;Rockets;1;2;1;0;142;116;D;43;90;21;44;35;38;54;12;39;27;9;9;14;21;22;40;20;0;0;47;104;10;30;12;21;62;16;31;28;9;5;15;18;13;64;22;2;0
400974967;L;Suns;1;0;1;2;116;142;V;47;104;10;30;12;21;62;16;31;28;9;5;15;18;13;64;22;2;0;43;90;21;44;35;38;54;12;39;27;9;9;14;21;22;40;20;0;0
400974968;Vis;Pistons;0;1;0;2;100;107;V;39;93;14;33;8;10;52;11;32;20;4;8;11;14;20;42;18;0;0;39;89;15;28;14;21;61;13;38;22;4;5;10;10;27;26;13;0;0
400974968;L;Pacers;0;2;0;1;107;100;D;39;89;15;28;14;21;61;13;38;22;4;5;10;10;27;26;13;0;0;39;93;14;33;8;10;52;11;32;20;4;8;11;14;20;42;18;0;0
400974969;Vis;Heat;0;1;0;2;91;88;D;34;83;10;35;13;18;55;10;42;21;6;7;15;11;21;46;19;0;0;32;84;10;35;14;16;53;7;39;18;4;4;12;17;7;28;17;0;0
400974969;L;Wizards;0;2;0;1;88;91;V;32;84;10;35;14;16;53;7;39;18;4;4;12;17;7;28;17;0;0;34;83;10;35;13;18;55;10;42;21;6;7;15;11;21;46;19;0;0
400974970;Vis;Jazz;1;1;0;0;107;118;D;39;79;12;26;17;24;48;10;29;21;6;6;16;22;9;46;19;1;0;43;84;17;37;15;20;45;4;32;27;8;2;13;9;13;42;21;1;0
400974970;L;Nets;0;0;1;1;118;107;V;43;84;17;37;15;20;45;4;32;27;8;2;13;9;13;42;21;1;0;39;79;12;26;17;24;48;10;29;21;6;6;16;22;9;46;19;1;0
400974971;Vis;Clippers;1;1;0;2;113;118;V;46;103;10;35;11;14;59;13;42;29;7;10;15;14;6;64;26;0;0;42;90;11;33;23;29;55;8;43;24;9;4;15;18;15;46;20;1;0
400974971;L;Cavaliers;0;2;1;1;118;113;D;42;90;11;33;23;29;55;8;43;24;9;4;15;18;15;46;20;1;0;46;103;10;35;11;14;59;13;42;29;7;10;15;14;6;64;26;0;0
400974972;Vis;Knicks;0;0;0;2;84;107;D;30;91;9;23;15;17;50;14;29;17;7;4;10;16;8;32;12;0;0;44;78;9;26;10;11;48;3;37;29;4;11;12;9;26;56;19;0;0
400974972;L;Raptors;0;2;0;0;107;84;V;44;78;9;26;10;11;48;3;37;29;4;11;12;9;26;56;19;0;0;30;91;9;23;15;17;50;14;29;17;7;4;10;16;8;32;12;0;0
400974973;Vis;Hornets;0;1;0;0;120;123;V;42;81;10;21;26;34;53;5;37;19;3;2;13;18;8;42;15;1;0;47;91;17;34;12;13;39;4;31;26;9;2;11;17;11;40;23;3;0
400974973;L;Bulls;0;0;0;1;123;120;D;47;91;17;34;12;13;39;4;31;26;9;2;11;17;11;40;23;3;0;42;81;10;21;26;34;53;5;37;19;3;2;13;18;8;42;15;1;0
400974974;Vis;Thunder;1;1;1;2;101;104;V;39;89;9;23;14;21;50;13;28;24;7;3;9;13;12;40;22;1;0;34;77;14;35;22;28;56;12;32;23;6;7;13;19;9;36;18;0;0
400974974;L;Spurs;1;2;1;1;104;101;D;34;77;14;35;22;28;56;12;32;23;6;7;13;19;9;36;18;0;0;39;89;9;23;14;21;50;13;28;24;7;3;9;13;12;40;22;1;0
400974975;Vis;Timberwolves;1;2;1;0;111;87;V;39;84;13;30;20;23;55;11;37;27;7;0;10;9;19;28;18;0;0;32;86;8;38;15;17;49;11;30;18;3;3;11;19;9;36;20;0;0
400974975;L;Mavericks;1;0;1;2;87;111;D;32;86;8;38;15;17;49;11;30;18;3;3;11;19;9;36;20;0;0;39;84;13;30;20;23;55;11;37;27;7;0;10;9;19;28;18;0;0
400974976;Vis;Trail Blazers;1;1;1;0;82;86;V;30;81;7;25;15;16;53;11;33;13;8;1;18;13;0;28;20;0;0;36;85;4;14;10;15;53;12;31;20;11;5;13;13;5;44;22;1;0
400974976;L;Kings;1;0;1;1;86;82;D;36;85;4;14;10;15;53;12;31;20;11;5;13;13;5;44;22;1;0;30;81;7;25;15;16;53;11;33;13;8;1;18;13;0;28;20;0;0
400974977;Vis;Pelicans;1;1;1;1;114;146;V;48;91;12;33;6;10;33;8;21;32;2;0;13;15;22;56;19;0;0;56;89;18;35;16;21;52;13;35;37;5;4;15;20;21;58;15;0;0
400974977;L;Nuggets;1;1;1;1;146;114;D;56;89;18;35;16;21;52;13;35;37;5;4;15;20;21;58;15;0;0;48;91;12;33;6;10;33;8;21;32;2;0;13;15;22;56;19;0;0
400974978;Vis;Suns;1;0;1;0;122;113;V;48;103;13;32;13;19;56;9;35;28;10;5;14;19;15;46;22;2;0;45;91;7;25;16;24;59;9;40;26;7;10;19;14;27;66;20;2;0
400974978;L;Lakers;1;0;1;0;113;122;D;45;91;7;25;16;24;59;9;40;26;7;10;19;14;27;66;20;2;0;48;103;13;32;13;19;56;9;35;28;10;5;14;19;15;46;22;2;0
400974979;Vis;Clippers;1;1;0;1;87;102;D;33;83;8;29;13;19;56;7;37;18;5;6;14;19;3;38;22;0;0;34;87;11;26;23;29;59;8;41;20;7;9;8;3;13;36;16;1;0
400974979;L;Hornets;0;1;1;1;102;87;V;34;87;11;26;23;29;59;8;41;20;7;9;8;3;13;36;16;1;0;33;83;8;29;13;19;56;7;37;18;5;6;14;19;3;38;22;0;0
400974980;Vis;Jazz;1;1;0;0;125;85;D;47;98;14;34;17;18;60;14;40;31;10;4;11;12;14;50;19;0;0;31;81;8;29;15;23;50;11;35;13;10;5;16;26;11;34;20;2;1
400974980;L;Magic;0;0;1;1;85;125;V;31;81;8;29;15;23;50;11;35;13;10;5;16;26;11;34;20;2;1;47;98;14;34;17;18;60;14;40;31;10;4;11;12;14;50;19;0;0
400974981;Vis;Celtics;0;2;0;0;110;99;D;39;82;16;34;16;20;49;9;32;21;9;6;15;17;10;36;22;1;0;37;78;9;24;16;20;43;6;29;24;7;1;14;12;12;38;19;3;0
400974981;L;Hawks;0;0;0;2;99;110;V;37;78;9;24;16;20;43;6;29;24;7;1;14;12;12;38;19;3;0;39;82;16;34;16;20;49;9;32;21;9;6;15;17;10;36;22;1;0
400974982;Vis;Warriors;1;2;0;1;124;116;V;50;91;7;23;17;20;53;11;37;25;5;6;13;22;7;46;18;1;0;47;97;10;29;12;16;45;11;29;28;8;5;11;16;11;62;22;2;0
400974982;L;76ers;0;1;1;2;116;124;D;47;97;10;29;12;16;45;11;29;28;8;5;11;16;11;62;22;2;0;50;91;7;23;17;20;53;11;37;25;5;6;13;22;7;46;18;1;0
400974983;Vis;Rockets;1;2;1;0;105;83;V;35;78;18;43;17;21;52;9;36;21;8;9;16;21;16;32;24;0;0;31;86;7;27;14;19;55;15;33;18;6;7;13;16;17;46;18;2;0
400974983;L;Grizzlies;1;0;1;2;83;105;D;31;86;7;27;14;19;55;15;33;18;6;7;13;16;17;46;18;2;0;35;78;18;43;17;21;52;9;36;21;8;9;16;21;16;32;24;0;0
400974984;Vis;Bucks;0;2;1;0;79;111;D;28;74;6;25;17;31;45;8;30;13;8;5;13;12;12;40;25;0;0;38;79;19;38;16;19;59;7;42;27;7;2;18;22;2;28;26;0;0
400974984;L;Mavericks;1;0;0;2;111;79;V;38;79;19;38;16;19;59;7;42;27;7;2;18;22;2;28;26;0;0;28;74;6;25;17;31;45;8;30;13;8;5;13;12;12;40;25;0;0
400974985;Vis;Kings;1;0;1;1;90;102;D;34;89;8;17;14;18;45;9;27;14;9;4;11;13;5;38;24;0;0;38;70;10;21;16;21;51;5;39;19;6;8;19;23;7;38;22;1;0
400974985;L;Trail Blazers;1;1;1;0;102;90;V;38;70;10;21;16;21;51;5;39;19;6;8;19;23;7;38;22;1;0;34;89;8;17;14;18;45;9;27;14;9;4;11;13;5;38;24;0;0
400974986;Vis;Pacers;0;2;0;1;120;95;V;51;85;11;23;7;8;44;9;33;33;9;7;14;11;13;44;14;0;0;35;83;13;37;12;14;41;10;25;21;8;2;17;28;7;40;11;1;0
400974986;L;Heat;0;1;0;2;95;120;D;35;83;13;37;12;14;41;10;25;21;8;2;17;28;7;40;11;1;0;51;85;11;23;7;8;44;9;33;33;9;7;14;11;13;44;14;0;0
400974987;Vis;Warriors;1;2;0;0;118;111;V;46;90;10;24;16;23;63;6;51;29;8;14;15;15;16;42;27;1;0;34;95;16;48;27;39;61;13;39;24;7;2;13;14;10;34;21;1;0
400974987;L;Nets;0;0;1;2;111;118;D;34;95;16;48;27;39;61;13;39;24;7;2;13;14;10;34;21;1;0;46;90;10;24;16;23;63;6;51;29;8;14;15;15;16;42;27;1;0
400974988;Vis;Wizards;0;2;0;2;91;100;V;34;81;11;19;12;21;55;8;35;20;5;3;14;12;11;34;12;1;0;40;90;10;39;10;14;55;11;37;20;8;7;8;7;12;50;19;1;0
400974988;L;Raptors;0;2;0;2;100;91;D;40;90;10;39;10;14;55;11;37;20;8;7;8;7;12;50;19;1;0;34;81;11;19;12;21;55;8;35;20;5;3;14;12;11;34;12;1;0
400974989;Vis;Pistons;0;1;1;2;100;97;D;39;83;8;25;14;20;46;11;26;25;10;2;19;19;14;50;21;0;0;40;78;5;22;12;18;48;6;32;23;11;4;21;22;10;54;20;0;0
400974989;L;Timberwolves;1;2;0;1;97;100;V;40;78;5;22;12;18;48;6;32;23;11;4;21;22;10;54;20;0;0;39;83;8;25;14;20;46;11;26;25;10;2;19;19;14;50;21;0;0
400974990;Vis;Bulls;0;0;1;0;105;113;D;42;101;12;36;9;14;57;12;35;20;5;1;13;17;12;40;21;1;0;45;89;7;27;16;22;57;9;39;32;5;4;11;15;19;64;16;0;1
400974990;L;Suns;1;0;0;0;113;105;V;45;89;7;27;16;22;57;9;39;32;5;4;11;15;19;64;16;0;1;42;101;12;36;9;14;57;12;35;20;5;1;13;17;12;40;21;1;0
400974991;Vis;Nuggets;1;1;1;0;109;127;V;36;84;13;31;24;35;58;17;30;18;8;8;21;17;16;44;15;3;0;53;100;12;32;9;16;55;13;33;36;11;5;15;17;14;70;27;1;0
400974991;L;Lakers;1;0;1;1;127;109;D;53;100;12;32;9;16;55;13;33;36;11;5;15;17;14;70;27;1;0;36;84;13;31;24;35;58;17;30;18;8;8;21;17;16;44;15;3;0
400974992;Vis;Timberwolves;1;2;0;1;102;118;V;37;90;6;27;22;26;46;10;28;13;8;6;11;11;6;38;21;1;0;42;85;11;26;23;29;60;11;41;22;5;7;17;18;15;48;18;1;1
400974992;L;Hornets;0;1;1;2;118;102;D;42;85;11;26;23;29;60;11;41;22;5;7;17;18;15;48;18;1;1;37;90;6;27;22;26;46;10;28;13;8;6;11;11;6;38;21;1;0
400974993;Vis;Cavaliers;0;2;0;1;116;88;D;42;80;16;33;16;17;47;7;35;28;4;2;11;18;5;34;14;0;0;34;77;13;30;7;13;41;7;27;23;7;2;14;16;5;32;19;1;0
400974993;L;Pistons;0;1;0;2;88;116;V;34;77;13;30;7;13;41;7;27;23;7;2;14;16;5;32;19;1;0;42;80;16;33;16;17;47;7;35;28;4;2;11;18;5;34;14;0;0
400974994;Vis;Pacers;0;2;0;0;105;97;V;37;89;8;20;23;29;56;8;40;25;17;4;13;18;21;50;25;0;0;35;84;13;38;14;23;60;11;39;23;6;7;22;26;12;32;20;0;0
400974994;L;Magic;0;0;0;2;97;105;D;35;84;13;38;14;23;60;11;39;23;6;7;22;26;12;32;20;0;0;37;89;8;20;23;29;56;8;40;25;17;4;13;18;21;50;25;0;0
400974995;Vis;Jazz;1;1;0;1;86;107;V;30;85;9;28;17;19;40;7;27;18;16;4;14;12;11;34;19;1;0;44;85;4;15;15;22;65;9;46;20;11;7;20;11;6;66;18;1;0
400974995;L;76ers;0;1;1;1;107;86;D;44;85;4;15;15;22;65;9;46;20;11;7;20;11;6;66;18;1;0;30;85;9;28;17;19;40;7;27;18;16;4;14;12;11;34;19;1;0
400974996;Vis;Clippers;1;1;0;0;85;107;D;30;80;10;32;15;21;43;10;26;20;12;3;22;23;6;36;23;1;0;35;81;13;34;24;25;60;14;37;24;11;5;22;24;12;30;26;0;0
400974996;L;Knicks;0;0;1;1;107;85;V;35;81;13;34;24;25;60;14;37;24;11;5;22;24;12;30;26;0;0;30;80;10;32;15;21;43;10;26;20;12;3;22;23;6;36;23;1;0
400974997;Vis;Trail Blazers;1;1;1;0;100;92;V;33;83;6;15;28;32;71;15;45;11;1;9;17;18;10;38;23;0;0;33;86;8;30;18;23;41;5;30;23;6;9;8;11;16;46;26;2;0
400974997;L;Grizzlies;1;0;1;1;92;100;D;33;86;8;30;18;23;41;5;30;23;6;9;8;11;16;46;26;2;0;33;83;6;15;28;32;71;15;45;11;1;9;17;18;10;38;23;0;0
400974998;Vis;Wizards;0;2;0;2;99;88;V;39;74;9;24;12;17;53;8;38;23;4;1;18;18;4;52;18;2;0;35;79;4;22;14;19;36;6;27;17;10;7;10;2;17;48;19;1;0
400974998;L;Bucks;0;2;0;2;88;99;D;35;79;4;22;14;19;36;6;27;17;10;7;10;2;17;48;19;1;0;39;74;9;24;12;17;53;8;38;23;4;1;18;18;4;52;18;2;0
400974999;Vis;Thunder;1;1;1;1;107;114;V;38;89;11;35;20;26;47;9;31;22;14;2;14;16;15;36;25;2;0;41;80;7;25;25;32;56;7;42;26;8;3;19;22;12;58;22;0;1
400974999;L;Pelicans;1;1;1;1;114;107;D;41;80;7;25;25;32;56;7;42;26;8;3;19;22;12;58;22;0;1;38;89;11;35;20;26;47;9;31;22;14;2;14;16;15;36;25;2;0
400975000;Vis;Celtics;0;2;1;0;110;102;D;38;84;13;36;21;26;60;5;48;24;8;4;17;15;22;38;24;1;0;39;96;7;33;17;20;51;8;37;18;7;3;11;11;8;42;22;1;0
400975000;L;Mavericks;1;0;0;2;102;110;V;39;96;7;33;17;20;51;8;37;18;7;3;11;11;8;42;22;1;0;38;84;13;36;21;26;60;5;48;24;8;4;17;15;22;38;24;1;0
400975001;Vis;Hawks;0;0;1;2;85;96;D;37;85;8;30;3;8;44;9;29;21;7;7;15;23;4;42;15;0;0;40;89;10;31;6;6;58;14;38;29;7;5;18;21;11;42;17;0;0
400975001;L;Spurs;1;2;0;0;96;85;V;40;89;10;31;6;6;58;14;38;29;7;5;18;21;11;42;17;0;0;37;85;8;30;3;8;44;9;29;21;7;7;15;23;4;42;15;0;0
400975002;Vis;Nuggets;1;1;1;0;114;98;V;42;86;15;32;15;20;56;14;35;18;6;3;14;17;14;50;13;0;0;41;86;8;20;8;9;39;5;29;18;11;6;14;12;19;44;19;0;0
400975002;L;Kings;1;0;1;1;98;114;D;41;86;8;20;8;9;39;5;29;18;11;6;14;12;19;44;19;0;0;42;86;15;32;15;20;56;14;35;18;6;3;14;17;14;50;13;0;0
400975003;Vis;Bulls;0;0;1;0;94;103;D;36;94;11;36;11;16;63;15;39;22;4;4;14;17;12;30;19;2;0;36;90;13;40;18;25;61;12;41;23;7;6;14;16;17;44;16;1;0
400975003;L;Lakers;1;0;0;0;103;94;V;36;90;13;40;18;25;61;12;41;23;7;6;14;16;17;44;16;1;0;36;94;11;36;11;16;63;15;39;22;4;4;14;17;12;30;19;2;0
400975004;Vis;Wizards;0;2;0;1;124;129;V;48;99;11;33;17;22;51;9;34;25;4;6;13;16;3;52;29;0;0;43;91;10;28;33;40;60;14;34;23;5;5;12;19;5;52;20;1;0
400975004;L;Hornets;0;1;0;2;129;124;D;43;91;10;28;33;40;60;14;34;23;5;5;12;19;5;52;20;1;0;48;99;11;33;17;22;51;9;34;25;4;6;13;16;3;52;29;0;0
400975005;Vis;Nets;0;0;0;2;109;119;V;42;81;14;37;11;16;49;8;34;26;5;2;19;20;2;42;21;0;0;43;82;14;34;19;27;42;4;29;21;8;2;10;14;15;46;19;0;0
400975005;L;Cavaliers;0;2;0;0;119;109;D;43;82;14;34;19;27;42;4;29;21;8;2;10;14;15;46;19;0;0;42;81;14;37;11;16;49;8;34;26;5;2;19;20;2;42;21;0;0
400975006;Vis;Trail Blazers;1;1;0;1;81;101;V;30;89;7;26;14;24;61;11;37;14;8;6;17;17;3;26;17;0;0;39;90;11;32;12;17;64;11;46;23;12;8;18;18;2;42;21;0;0
400975006;L;76ers;0;1;1;1;101;81;D;39;90;11;32;12;17;64;11;46;23;12;8;18;18;2;42;21;0;0;30;89;7;26;14;24;61;11;37;14;8;6;17;17;3;26;17;0;0
400975007;Vis;Clippers;1;1;0;0;116;103;D;44;76;15;30;13;19;41;6;27;30;7;4;17;21;9;52;15;0;0;40;83;10;29;13;15;42;9;27;26;10;2;15;16;12;36;20;1;0
400975007;L;Hawks;0;0;1;1;103;116;V;40;83;10;29;13;15;42;9;27;26;10;2;15;16;12;36;20;1;0;44;76;15;30;13;19;41;6;27;30;7;4;17;21;9;52;15;0;0
400975008;Vis;Celtics;0;2;0;1;98;104;D;35;84;9;26;19;27;48;7;30;19;11;4;11;13;14;40;19;1;1;40;81;10;28;14;16;52;7;41;20;3;4;16;9;7;52;22;1;0
