Partido;Local;Equipo;Conferencia;Nivel;ConfRival;NivelRival;Puntos;Ptsencontra;Ganador;T2A;T2I;T3A;T3I;TLA;TLI;Reb;RebO;RebD;Asist;Robos;Tapones;Perdidas;Ptsperdida;Ptscontrataque;Ptszona;Faltas;Tecnicas;Intecionales;T2AR;T2IR;T3AR;T3IR;TLAR;TLIR;RebR;RebOR;RebDR;AsistR;RobosR;TaponesR;PerdidasR;PtsperdidaR;PtscontrataqueR;PtszonaR;FaltasR;TecnicasR;IntencionalesR
400974980;0;Jazz;1;1;0;0;125;85;0;47;98;14;34;17;18;60;14;40;31;10;4;11;12;14;50;19;0;0;31;81;8;29;15;23;50;11;35;13;10;5;16;26;11;34;20;2;1
400974980;1;Magic;0;0;1;1;85;125;1;31;81;8;29;15;23;50;11;35;13;10;5;16;26;11;34;20;2;1;47;98;14;34;17;18;60;14;40;31;10;4;11;12;14;50;19;0;0
400974981;0;Celtics;0;2;0;0;110;99;0;39;82;16;34;16;20;49;9;32;21;9;6;15;17;10;36;22;1;0;37;78;9;24;16;20;43;6;29;24;7;1;14;12;12;38;19;3;0
400974981;1;Hawks;0;0;0;2;99;110;1;37;78;9;24;16;20;43;6;29;24;7;1;14;12;12;38;19;3;0;39;82;16;34;16;20;49;9;32;21;9;6;15;17;10;36;22;1;0
400974982;0;Warriors;1;2;0;1;124;116;1;50;91;7;23;17;20;53;11;37;25;5;6;13;22;7;46;18;1;0;47;97;10;29;12;16;45;11;29;28;8;5;11;16;11;62;22;2;0
400974982;1;76ers;0;1;1;2;116;124;0;47;97;10;29;12;16;45;11;29;28;8;5;11;16;11;62;22;2;0;50;91;7;23;17;20;53;11;37;25;5;6;13;22;7;46;18;1;0
400974983;0;Rockets;1;2;1;0;105;83;1;35;78;18;43;17;21;52;9;36;21;8;9;16;21;16;32;24;0;0;31;86;7;27;14;19;55;15;33;18;6;7;13;16;17;46;18;2;0
400974983;1;Grizzlies;1;0;1;2;83;105;0;31;86;7;27;14;19;55;15;33;18;6;7;13;16;17;46;18;2;0;35;78;18;43;17;21;52;9;36;21;8;9;16;21;16;32;24;0;0
400974984;0;Bucks;0;2;1;0;79;111;0;28;74;6;25;17;31;45;8;30;13;8;5;13;12;12;40;25;0;0;38;79;19;38;16;19;59;7;42;27;7;2;18;22;2;28;26;0;0
400974984;1;Mavericks;1;0;0;2;111;79;1;38;79;19;38;16;19;59;7;42;27;7;2;18;22;2;28;26;0;0;28;74;6;25;17;31;45;8;30;13;8;5;13;12;12;40;25;0;0
400974985;0;Kings;1;0;1;1;90;102;0;34;89;8;17;14;18;45;9;27;14;9;4;11;13;5;38;24;0;0;38;70;10;21;16;21;51;5;39;19;6;8;19;23;7;38;22;1;0
400974985;1;Trail Blazers;1;1;1;0;102;90;1;38;70;10;21;16;21;51;5;39;19;6;8;19;23;7;38;22;1;0;34;89;8;17;14;18;45;9;27;14;9;4;11;13;5;38;24;0;0
400974986;0;Pacers;0;2;0;1;120;95;1;51;85;11;23;7;8;44;9;33;33;9;7;14;11;13;44;14;0;0;35;83;13;37;12;14;41;10;25;21;8;2;17;28;7;40;11;1;0
400974986;1;Heat;0;1;0;2;95;120;0;35;83;13;37;12;14;41;10;25;21;8;2;17;28;7;40;11;1;0;51;85;11;23;7;8;44;9;33;33;9;7;14;11;13;44;14;0;0
400974987;0;Warriors;1;2;0;0;118;111;1;46;90;10;24;16;23;63;6;51;29;8;14;15;15;16;42;27;1;0;34;95;16;48;27;39;61;13;39;24;7;2;13;14;10;34;21;1;0
400974987;1;Nets;0;0;1;2;111;118;0;34;95;16;48;27;39;61;13;39;24;7;2;13;14;10;34;21;1;0;46;90;10;24;16;23;63;6;51;29;8;14;15;15;16;42;27;1;0
400974988;0;Wizards;0;2;0;2;91;100;1;34;81;11;19;12;21;55;8;35;20;5;3;14;12;11;34;12;1;0;40;90;10;39;10;14;55;11;37;20;8;7;8;7;12;50;19;1;0
400974988;1;Raptors;0;2;0;2;100;91;0;40;90;10;39;10;14;55;11;37;20;8;7;8;7;12;50;19;1;0;34;81;11;19;12;21;55;8;35;20;5;3;14;12;11;34;12;1;0
400974989;0;Pistons;0;1;1;2;100;97;0;39;83;8;25;14;20;46;11;26;25;10;2;19;19;14;50;21;0;0;40;78;5;22;12;18;48;6;32;23;11;4;21;22;10;54;20;0;0
400974989;1;Timberwolves;1;2;0;1;97;100;1;40;78;5;22;12;18;48;6;32;23;11;4;21;22;10;54;20;0;0;39;83;8;25;14;20;46;11;26;25;10;2;19;19;14;50;21;0;0
400974990;0;Bulls;0;0;1;0;105;113;0;42;101;12;36;9;14;57;12;35;20;5;1;13;17;12;40;21;1;0;45;89;7;27;16;22;57;9;39;32;5;4;11;15;19;64;16;0;1
400974990;1;Suns;1;0;0;0;113;105;1;45;89;7;27;16;22;57;9;39;32;5;4;11;15;19;64;16;0;1;42;101;12;36;9;14;57;12;35;20;5;1;13;17;12;40;21;1;0
400974991;0;Nuggets;1;1;1;0;109;127;1;36;84;13;31;24;35;58;17;30;18;8;8;21;17;16;44;15;3;0;53;100;12;32;9;16;55;13;33;36;11;5;15;17;14;70;27;1;0
400974991;1;Lakers;1;0;1;1;127;109;0;53;100;12;32;9;16;55;13;33;36;11;5;15;17;14;70;27;1;0;36;84;13;31;24;35;58;17;30;18;8;8;21;17;16;44;15;3;0
400974992;0;Timberwolves;1;2;0;1;102;118;1;37;90;6;27;22;26;46;10;28;13;8;6;11;11;6;38;21;1;0;42;85;11;26;23;29;60;11;41;22;5;7;17;18;15;48;18;1;1
400974992;1;Hornets;0;1;1;2;118;102;0;42;85;11;26;23;29;60;11;41;22;5;7;17;18;15;48;18;1;1;37;90;6;27;22;26;46;10;28;13;8;6;11;11;6;38;21;1;0
400974993;0;Cavaliers;0;2;0;1;116;88;0;42;80;16;33;16;17;47;7;35;28;4;2;11;18;5;34;14;0;0;34;77;13;30;7;13;41;7;27;23;7;2;14;16;5;32;19;1;0
400974993;1;Pistons;0;1;0;2;88;116;1;34;77;13;30;7;13;41;7;27;23;7;2;14;16;5;32;19;1;0;42;80;16;33;16;17;47;7;35;28;4;2;11;18;5;34;14;0;0
400974994;0;Pacers;0;2;0;0;105;97;1;37;89;8;20;23;29;56;8;40;25;17;4;13;18;21;50;25;0;0;35;84;13;38;14;23;60;11;39;23;6;7;22;26;12;32;20;0;0
400974994;1;Magic;0;0;0;2;97;105;0;35;84;13;38;14;23;60;11;39;23;6;7;22;26;12;32;20;0;0;37;89;8;20;23;29;56;8;40;25;17;4;13;18;21;50;25;0;0
400974995;0;Jazz;1;1;0;1;86;107;1;30;85;9;28;17;19;40;7;27;18;16;4;14;12;11;34;19;1;0;44;85;4;15;15;22;65;9;46;20;11;7;20;11;6;66;18;1;0
400974995;1;76ers;0;1;1;1;107;86;0;44;85;4;15;15;22;65;9;46;20;11;7;20;11;6;66;18;1;0;30;85;9;28;17;19;40;7;27;18;16;4;14;12;11;34;19;1;0
400974996;0;Clippers;1;1;0;0;85;107;0;30;80;10;32;15;21;43;10;26;20;12;3;22;23;6;36;23;1;0;35;81;13;34;24;25;60;14;37;24;11;5;22;24;12;30;26;0;0
400974996;1;Knicks;0;0;1;1;107;85;1;35;81;13;34;24;25;60;14;37;24;11;5;22;24;12;30;26;0;0;30;80;10;32;15;21;43;10;26;20;12;3;22;23;6;36;23;1;0
400974997;0;Trail Blazers;1;1;1;0;100;92;1;33;83;6;15;28;32;71;15;45;11;1;9;17;18;10;38;23;0;0;33;86;8;30;18;23;41;5;30;23;6;9;8;11;16;46;26;2;0
400974997;1;Grizzlies;1;0;1;1;92;100;0;33;86;8;30;18;23;41;5;30;23;6;9;8;11;16;46;26;2;0;33;83;6;15;28;32;71;15;45;11;1;9;17;18;10;38;23;0;0
400974998;0;Wizards;0;2;0;2;99;88;1;39;74;9;24;12;17;53;8;38;23;4;1;18;18;4;52;18;2;0;35;79;4;22;14;19;36;6;27;17;10;7;10;2;17;48;19;1;0
400974998;1;Bucks;0;2;0;2;88;99;0;35;79;4;22;14;19;36;6;27;17;10;7;10;2;17;48;19;1;0;39;74;9;24;12;17;53;8;38;23;4;1;18;18;4;52;18;2;0
400974999;0;Thunder;1;1;1;1;107;114;1;38;89;11;35;20;26;47;9;31;22;14;2;14;16;15;36;25;2;0;41;80;7;25;25;32;56;7;42;26;8;3;19;22;12;58;22;0;1
400974999;1;Pelicans;1;1;1;1;114;107;0;41;80;7;25;25;32;56;7;42;26;8;3;19;22;12;58;22;0;1;38;89;11;35;20;26;47;9;31;22;14;2;14;16;15;36;25;2;0
400975000;0;Celtics;0;2;1;0;110;102;0;38;84;13;36;21;26;60;5;48;24;8;4;17;15;22;38;24;1;0;39;96;7;33;17;20;51;8;37;18;7;3;11;11;8;42;22;1;0
400975000;1;Mavericks;1;0;0;2;102;110;1;39;96;7;33;17;20;51;8;37;18;7;3;11;11;8;42;22;1;0;38;84;13;36;21;26;60;5;48;24;8;4;17;15;22;38;24;1;0
400975001;0;Hawks;0;0;1;2;85;96;0;37;85;8;30;3;8;44;9;29;21;7;7;15;23;4;42;15;0;0;40;89;10;31;6;6;58;14;38;29;7;5;18;21;11;42;17;0;0
400975001;1;Spurs;1;2;0;0;96;85;1;40;89;10;31;6;6;58;14;38;29;7;5;18;21;11;42;17;0;0;37;85;8;30;3;8;44;9;29;21;7;7;15;23;4;42;15;0;0
400975002;0;Nuggets;1;1;1;0;114;98;1;42;86;15;32;15;20;56;14;35;18;6;3;14;17;14;50;13;0;0;41;86;8;20;8;9;39;5;29;18;11;6;14;12;19;44;19;0;0
400975002;1;Kings;1;0;1;1;98;114;0;41;86;8;20;8;9;39;5;29;18;11;6;14;12;19;44;19;0;0;42;86;15;32;15;20;56;14;35;18;6;3;14;17;14;50;13;0;0
400975003;0;Bulls;0;0;1;0;94;103;0;36;94;11;36;11;16;63;15;39;22;4;4;14;17;12;30;19;2;0;36;90;13;40;18;25;61;12;41;23;7;6;14;16;17;44;16;1;0
400975003;1;Lakers;1;0;0;0;103;94;1;36;90;13;40;18;25;61;12;41;23;7;6;14;16;17;44;16;1;0;36;94;11;36;11;16;63;15;39;22;4;4;14;17;12;30;19;2;0
400975004;0;Wizards;0;2;0;1;124;129;1;48;99;11;33;17;22;51;9;34;25;4;6;13;16;3;52;29;0;0;43;91;10;28;33;40;60;14;34;23;5;5;12;19;5;52;20;1;0
400975004;1;Hornets;0;1;0;2;129;124;0;43;91;10;28;33;40;60;14;34;23;5;5;12;19;5;52;20;1;0;48;99;11;33;17;22;51;9;34;25;4;6;13;16;3;52;29;0;0
400975005;0;Nets;0;0;0;2;109;119;1;42;81;14;37;11;16;49;8;34;26;5;2;19;20;2;42;21;0;0;43;82;14;34;19;27;42;4;29;21;8;2;10;14;15;46;19;0;0
400975005;1;Cavaliers;0;2;0;0;119;109;0;43;82;14;34;19;27;42;4;29;21;8;2;10;14;15;46;19;0;0;42;81;14;37;11;16;49;8;34;26;5;2;19;20;2;42;21;0;0
400975006;0;Trail Blazers;1;1;0;1;81;101;1;30;89;7;26;14;24;61;11;37;14;8;6;17;17;3;26;17;0;0;39;90;11;32;12;17;64;11;46;23;12;8;18;18;2;42;21;0;0
400975006;1;76ers;0;1;1;1;101;81;0;39;90;11;32;12;17;64;11;46;23;12;8;18;18;2;42;21;0;0;30;89;7;26;14;24;61;11;37;14;8;6;17;17;3;26;17;0;0
400975007;0;Clippers;1;1;0;0;116;103;0;44;76;15;30;13;19;41;6;27;30;7;4;17;21;9;52;15;0;0;40;83;10;29;13;15;42;9;27;26;10;2;15;16;12;36;20;1;0
400975007;1;Hawks;0;0;1;1;103;116;1;40;83;10;29;13;15;42;9;27;26;10;2;15;16;12;36;20;1;0;44;76;15;30;13;19;41;6;27;30;7;4;17;21;9;52;15;0;0
400975008;0;Celtics;0;2;0;1;98;104;0;35;84;9;26;19;27;48;7;30;19;11;4;11;13;14;40;19;1;1;40;81;10;28;14;16;52;7;41;20;3;4;16;9;7;52;22;1;0
400975008;1;Heat;0;1;0;2;104;98;1;40;81;10;28;14;16;52;7;41;20;3;4;16;9;7;52;22;1;0;35;84;9;26;19;27;48;7;30;19;11;4;11;13;14;40;19;1;1
400975009;0;Raptors;0;2;0;0;100;108;1;37;87;14;38;12;18;51;12;30;21;4;10;15;21;10;40;23;0;0;43;93;8;24;14;17;58;13;34;29;8;7;12;14;6;46;19;0;0
400975009;1;Knicks;0;0;0;2;108;100;0;43;93;8;24;14;17;58;13;34;29;8;7;12;14;6;46;19;0;0;37;87;14;38;12;18;51;12;30;21;4;10;15;21;10;40;23;0;0
400975010;0;Nuggets;1;1;1;2;95;125;0;35;87;10;33;15;23;52;15;28;19;11;5;21;36;9;46;14;0;0;45;82;18;41;17;23;51;8;38;30;13;4;18;21;18;48;22;0;0
400975010;1;Rockets;1;2;1;1;125;95;1;45;82;18;41;17;23;51;8;38;30;13;4;18;21;18;48;22;0;0;35;87;10;33;15;23;52;15;28;19;11;5;21;36;9;46;14;0;0
400975011;0;Mavericks;1;0;1;0;95;94;1;39;91;9;28;8;16;48;4;36;23;9;2;8;8;12;52;14;0;0;37;81;7;29;13;14;57;6;46;25;7;6;17;14;14;48;25;0;0
400975011;1;Grizzlies;1;0;1;0;94;95;0;37;81;7;29;13;14;57;6;46;25;7;6;17;14;14;48;25;0;0;39;91;9;28;8;16;48;4;36;23;9;2;8;8;12;52;14;0;0
400975012;0;Magic;0;0;1;2;118;124;0;46;91;12;37;14;22;57;7;37;28;4;4;15;19;4;58;31;1;0;40;87;8;23;36;45;52;10;32;22;9;3;8;3;12;52;17;0;0
400975012;1;Timberwolves;1;2;0;0;124;118;1;40;87;8;23;36;45;52;10;32;22;9;3;8;3;12;52;17;0;0;46;91;12;37;14;22;57;7;37;28;4;4;15;19;4;58;31;1;0
400975013;0;Spurs;1;2;1;1;90;107;1;35;88;6;24;14;15;44;8;31;22;10;5;16;27;7;36;23;0;0;39;81;7;24;22;24;54;7;38;23;7;2;16;11;18;50;18;1;0
400975013;1;Pelicans;1;1;1;2;107;90;0;39;81;7;24;22;24;54;7;38;23;7;2;16;11;18;50;18;1;0;35;88;6;24;14;15;44;8;31;22;10;5;16;27;7;36;23;0;0
400975014;0;Warriors;1;2;1;1;91;108;1;33;80;10;31;15;18;47;7;32;22;11;8;22;34;10;38;20;3;0;41;90;8;25;18;26;60;13;37;16;15;5;17;15;33;40;21;1;0
400975014;1;Thunder;1;1;1;2;108;91;0;41;90;8;25;18;26;60;13;37;16;15;5;17;15;33;40;21;1;0;33;80;10;31;15;18;47;7;32;22;11;8;22;34;10;38;20;3;0
400975015;0;Bucks;0;2;1;0;113;107;0;42;97;8;29;21;31;53;13;29;19;16;6;15;19;17;36;30;0;0;37;93;7;22;26;33;75;22;38;15;7;9;29;38;21;46;26;1;0
400975015;1;Suns;1;0;0;2;107;113;1;37;93;7;22;26;33;75;22;38;15;7;9;29;38;21;46;26;1;0;42;97;8;29;21;31;53;13;29;19;16;6;15;19;17;36;30;0;0
400975016;0;Bulls;0;0;1;1;80;110;0;29;78;5;21;17;20;48;8;35;15;3;1;16;22;11;36;21;0;0;40;86;14;35;16;19;53;8;37;23;10;5;7;5;5;40;15;0;0
400975016;1;Jazz;1;1;0;0;110;80;1;40;86;14;35;16;19;53;8;37;23;10;5;7;5;5;40;15;0;0;29;78;5;21;17;20;48;8;35;15;3;1;16;22;11;36;21;0;0
400975017;0;Lakers;1;0;1;0;102;113;1;39;78;15;29;9;15;37;4;28;27;8;4;17;23;10;46;19;0;0;47;85;10;21;9;14;51;10;34;26;9;4;17;12;7;52;20;0;0
400975017;1;Kings;1;0;1;0;113;102;0;47;85;10;21;9;14;51;10;34;26;9;4;17;12;7;52;20;0;0;39;78;15;29;9;15;37;4;28;27;8;4;17;23;10;46;19;0;0
400975018;0;Trail Blazers;1;1;0;0;127;125;1;48;96;6;15;25;35;56;12;33;24;5;13;7;6;6;60;16;0;0;50;100;10;25;15;21;58;13;34;25;4;6;9;11;8;66;22;0;0
400975018;1;Nets;0;0;1;1;125;127;0;50;100;10;25;15;21;58;13;34;25;4;6;9;11;8;66;22;0;0;48;96;6;15;25;35;56;12;33;24;5;13;7;6;6;60;16;0;0
400975019;0;Knicks;0;0;0;0;104;116;1;40;78;12;30;12;14;45;5;33;30;1;9;20;19;13;42;19;1;0;47;99;13;31;9;12;50;13;27;30;7;2;10;13;16;44;16;0;0
400975019;1;Hawks;0;0;0;0;116;104;0;47;99;13;31;9;12;50;13;27;30;7;2;10;13;16;44;16;0;0;40;78;12;30;12;14;45;5;33;30;1;9;20;19;13;42;19;1;0
400975020;0;Magic;0;0;0;2;103;118;1;41;95;9;24;12;19;63;16;35;21;6;4;12;11;5;48;16;0;1;42;91;17;42;17;25;55;13;33;27;6;10;9;15;7;34;20;1;0
400975020;1;Celtics;0;2;0;0;118;103;0;42;91;17;42;17;25;55;13;33;27;6;10;9;15;7;34;20;1;0;41;95;9;24;12;19;63;16;35;21;6;4;12;11;5;48;16;0;1
400975021;0;Hornets;0;1;0;2;99;100;1;36;94;11;29;16;27;65;15;40;25;4;3;9;9;8;36;17;1;0;38;83;13;39;11;15;53;3;42;25;4;7;12;10;10;36;24;0;0
400975021;1;Cavaliers;0;2;0;1;100;99;0;38;83;13;39;11;15;53;3;42;25;4;7;12;10;10;36;24;0;0;36;94;11;29;16;27;65;15;40;25;4;3;9;9;8;36;17;1;0
400975022;0;Raptors;0;2;0;2;104;107;1;40;81;9;30;15;20;49;7;35;17;14;4;20;30;29;56;20;1;0;38;83;11;26;20;27;49;10;31;19;10;3;16;18;17;44;18;0;0
400975022;1;Pacers;0;2;0;2;107;104;0;38;83;11;26;20;27;49;10;31;19;10;3;16;18;17;44;18;0;0;40;81;9;30;15;20;49;7;35;17;14;4;20;30;29;56;20;1;0
400975023;0;Heat;0;1;1;2;109;97;0;38;80;19;39;14;16;47;9;33;29;4;4;14;11;6;26;24;0;0;37;84;7;17;16;26;54;13;31;21;9;3;10;11;6;48;16;0;0
400975023;1;Timberwolves;1;2;0;1;97;109;1;37;84;7;17;16;26;54;13;31;21;9;3;10;11;6;48;16;0;0;38;80;19;39;14;16;47;9;33;29;4;4;14;11;6;26;24;0;0
400975024;0;Pistons;0;1;1;1;99;98;0;39;84;14;37;7;9;49;8;35;22;6;5;21;19;19;38;17;0;0;42;98;8;32;6;8;56;13;32;22;13;6;15;19;7;50;12;0;0
400975024;1;Thunder;1;1;0;1;98;99;1;42;98;8;32;6;8;56;13;32;22;13;6;15;19;7;50;12;0;0;39;84;14;37;7;9;49;8;35;22;6;5;21;19;19;38;17;0;0
400975025;0;Grizzlies;1;0;1;1;92;104;0;36;73;9;24;11;16;31;3;20;28;10;3;18;29;15;46;21;0;0;40;79;9;32;15;26;61;15;35;24;9;4;21;21;13;52;18;1;0
400975025;1;Nuggets;1;1;1;0;104;92;1;40;79;9;32;15;26;61;15;35;24;9;4;21;21;13;52;18;1;0;36;73;9;24;11;16;31;3;20;28;10;3;18;29;15;46;21;0;0
400975026;0;Pelicans;1;1;1;0;115;91;0;45;91;9;27;16;22;60;13;36;29;10;4;16;16;11;56;18;1;0;37;94;2;20;15;18;52;15;33;12;9;6;17;22;22;58;18;1;0
400975026;1;Suns;1;0;1;1;91;115;1;37;94;2;20;15;18;52;15;33;12;9;6;17;22;22;58;18;1;0;45;91;9;27;16;22;60;13;36;29;10;4;16;16;11;56;18;1;0
400975027;0;Bulls;0;0;1;2;94;143;0;35;99;13;36;11;15;53;13;27;18;7;2;15;24;12;32;17;1;1;53;91;16;36;21;21;53;6;43;36;11;11;11;7;26;50;15;0;0
400975027;1;Warriors;1;2;0;0;143;94;1;53;91;16;36;21;21;53;6;43;36;11;11;11;7;26;50;15;0;0;35;99;13;36;11;15;53;13;27;18;7;2;15;24;12;32;17;1;1
400975028;0;Spurs;1;2;0;1;106;86;1;39;81;6;25;22;25;52;8;37;22;8;7;11;16;4;50;19;1;0;31;84;4;25;20;26;52;14;28;20;7;4;14;17;9;38;19;1;0
400975028;1;Hornets;0;1;1;2;86;106;0;31;84;4;25;20;26;52;14;28;20;7;4;14;17;9;38;19;1;0;39;81;6;25;22;25;52;8;37;22;8;7;11;16;4;50;19;1;0
400975029;0;Magic;0;0;0;1;111;130;1;39;86;12;31;21;31;50;7;34;22;8;5;10;10;15;40;17;0;0;48;95;16;34;18;20;56;11;42;35;7;2;11;10;16;42;22;0;0
400975029;1;76ers;0;1;0;0;130;111;0;48;95;16;34;18;20;56;11;42;35;7;2;11;10;16;42;22;0;0;39;86;12;31;21;31;50;7;34;22;8;5;10;10;15;40;17;0;0
400975030;0;Trail Blazers;1;1;0;2;108;105;0;41;80;9;24;17;22;47;6;35;18;3;6;16;25;5;48;16;0;0;41;89;8;23;15;16;46;7;30;20;9;4;11;15;7;24;17;2;1
400975030;1;Wizards;0;2;1;1;105;108;1;41;89;8;23;15;16;46;7;30;20;9;4;11;15;7;24;17;2;1;41;80;9;24;17;22;47;6;35;18;3;6;16;25;5;48;16;0;0
400975031;0;Raptors;0;2;0;0;112;78;1;46;84;13;32;7;9;51;11;35;31;10;3;16;8;15;50;22;0;1;26;75;6;27;20;23;41;7;25;18;9;1;19;25;8;26;15;0;0
400975031;1;Hawks;0;0;0;2;78;112;0;26;75;6;27;20;23;41;7;25;18;9;1;19;25;8;26;15;0;0;46;84;13;32;7;9;51;11;35;31;10;3;16;8;15;50;22;0;1
400975032;0;Celtics;0;2;0;2;108;98;0;45;80;10;25;8;9;34;4;26;22;8;4;15;14;9;42;13;0;0;38;78;7;23;15;15;42;10;26;20;9;2;20;16;7;40;14;0;0
400975032;1;Pacers;0;2;0;2;98;108;1;38;78;7;23;15;15;42;10;26;20;9;2;20;16;7;40;14;0;0;45;80;10;25;8;9;34;4;26;22;8;4;15;14;9;42;13;0;0
400975033;0;Knicks;0;0;1;2;102;117;0;42;85;4;17;14;19;55;6;34;29;4;3;18;25;6;58;20;0;1;41;94;18;47;17;22;51;9;33;30;12;6;8;11;19;42;15;0;0
400975033;1;Rockets;1;2;0;0;117;102;1;41;94;18;47;17;22;51;9;33;30;12;6;8;11;19;42;15;0;0;42;85;4;17;14;19;55;6;34;29;4;3;18;25;6;58;20;0;1
400975034;0;Thunder;1;1;1;0;81;97;1;29;80;13;35;10;13;47;8;31;24;12;1;17;18;14;24;15;1;0;37;75;15;35;8;11;48;8;35;25;11;5;17;16;10;36;18;0;0
400975034;1;Mavericks;1;0;1;1;97;81;0;37;75;15;35;8;11;48;8;35;25;11;5;17;16;10;36;18;0;0;29;80;13;35;10;13;47;8;31;24;12;1;17;18;14;24;15;1;0
400975035;0;Pelicans;1;1;1;2;95;110;0;34;84;11;31;16;23;54;9;36;24;2;9;17;20;15;36;24;1;0;39;94;10;33;22;27;63;11;33;30;11;6;10;3;14;38;24;1;0
400975035;1;Warriors;1;2;1;1;110;95;1;39;94;10;33;22;27;63;11;33;30;11;6;10;3;14;38;24;1;0;34;84;11;31;16;23;54;9;36;24;2;9;17;20;15;36;24;1;0
400975036;0;Bucks;0;2;1;1;108;121;0;41;77;8;21;18;23;48;8;32;19;5;6;17;27;17;54;21;0;0;46;81;18;32;11;19;36;5;25;31;8;2;10;21;4;48;19;1;0
400975036;1;Jazz;1;1;0;2;121;108;1;46;81;18;32;11;19;36;5;25;31;8;2;10;21;4;48;19;1;0;41;77;8;21;18;23;48;8;32;19;5;6;17;27;17;54;21;0;0
400975037;0;Clippers;1;1;1;0;97;95;0;38;80;9;28;12;13;46;6;31;23;11;5;18;17;16;46;13;1;0;38;83;11;21;8;9;43;8;29;19;9;8;18;15;7;32;17;0;0
400975037;1;Kings;1;0;1;1;95;97;1;38;83;11;21;8;9;43;8;29;19;9;8;18;15;7;32;17;0;0;38;80;9;28;12;13;46;6;31;23;11;5;18;17;16;46;13;1;0
400975038;0;Heat;0;1;0;0;100;93;1;34;75;13;32;19;23;48;1;44;19;9;5;13;12;7;36;14;0;0;33;89;14;33;13;16;56;7;40;25;10;2;15;9;0;30;18;0;0
400975038;1;Bulls;0;0;0;1;93;100;0;33;89;14;33;13;16;56;7;40;25;10;2;15;9;0;30;18;0;0;34;75;13;32;19;23;48;1;44;19;9;5;13;12;7;36;14;0;0
400975039;0;Suns;1;0;1;2;108;119;0;43;85;13;26;9;12;40;11;26;25;6;1;16;28;4;50;20;0;0;49;93;9;21;12;17;54;19;29;24;12;5;14;16;12;66;14;0;0
400975039;1;Timberwolves;1;2;1;0;119;108;1;49;93;9;21;12;17;54;19;29;24;12;5;14;16;12;66;14;0;0;43;85;13;26;9;12;40;11;26;25;6;1;16;28;4;50;20;0;0
400975040;0;Nets;0;0;1;0;98;88;1;33;74;13;29;19;23;53;12;31;19;7;7;19;23;21;40;22;0;0;32;80;8;25;16;18;42;11;24;15;8;3;14;9;13;36;24;0;0
400975040;1;Grizzlies;1;0;0;0;88;98;0;32;80;8;25;16;18;42;11;24;15;8;3;14;9;13;36;24;0;0;33;74;13;29;19;23;53;12;31;19;7;7;19;23;21;40;22;0;0
400975041;0;Magic;0;0;0;2;109;121;0;40;92;16;41;13;16;44;10;25;22;4;9;15;27;13;34;23;0;0;42;79;15;26;22;26;52;8;35;25;7;8;16;14;22;32;18;0;0
400975041;1;Pacers;0;2;0;0;121;109;1;42;79;15;26;22;26;52;8;35;25;7;8;16;14;22;32;18;0;0;40;92;16;41;13;16;44;10;25;22;4;9;15;27;13;34;23;0;0
400975042;0;Cavaliers;0;2;0;1;113;91;1;41;86;15;37;16;20;51;11;35;25;7;3;12;14;15;42;21;0;0;36;96;3;28;16;20;62;22;31;15;6;2;14;21;4;54;18;0;0
400975042;1;76ers;0;1;0;2;91;113;0;36;96;3;28;16;20;62;22;31;15;6;2;14;21;4;54;18;0;0;41;86;15;37;16;20;51;11;35;25;7;3;12;14;15;42;21;0;0
400975043;0;Pistons;0;1;0;2;118;108;1;44;85;11;25;19;23;45;8;32;26;8;2;8;8;17;54;19;1;0;40;77;16;33;12;21;46;5;31;27;2;4;17;26;14;44;23;0;0
400975043;1;Celtics;0;2;0;1;108;118;0;40;77;16;33;12;21;46;5;31;27;2;4;17;26;14;44;23;0;0;44;85;11;25;19;23;45;8;32;26;8;2;8;8;17;54;19;1;0
400975044;0;Trail Blazers;1;1;0;0;103;91;1;37;83;7;21;22;26;54;5;40;18;10;3;12;10;2;40;22;1;0;35;88;5;15;16;22;55;14;37;13;3;3;13;13;0;38;20;3;0
400975044;1;Knicks;0;0;1;1;91;103;0;35;88;5;15;16;22;55;14;37;13;3;3;13;13;0;38;20;3;0;37;83;7;21;22;26;54;5;40;18;10;3;12;10;2;40;22;1;0
400975045;0;Nets;0;0;1;2;103;117;0;40;86;10;39;13;17;48;6;37;24;5;4;14;24;11;54;19;2;0;42;86;20;50;13;20;53;8;34;31;8;4;15;18;3;40;19;0;0
400975045;1;Rockets;1;2;0;0;117;103;1;42;86;20;50;13;20;53;8;34;31;8;4;15;18;3;40;19;0;0;40;86;10;39;13;17;48;6;37;24;5;4;14;24;11;54;19;2;0
400975046;0;Mavericks;1;0;1;2;108;115;0;41;85;14;32;12;17;45;4;36;25;7;0;11;17;11;46;19;0;0;43;82;10;24;19;21;45;4;39;27;7;5;10;13;21;36;16;3;0
400975046;1;Spurs;1;2;1;0;115;108;1;43;82;10;24;19;21;45;4;39;27;7;5;10;13;21;36;16;3;0;41;85;14;32;12;17;45;4;36;25;7;0;11;17;11;46;19;0;0
400975047;0;Kings;1;0;1;2;110;106;0;42;79;9;17;17;21;39;11;25;27;7;6;15;14;13;62;15;0;0;40;80;16;37;10;14;46;9;27;31;9;6;15;25;19;42;15;0;0
